"","Seed.code","Tree.code","Island","Tree.species.code","Order.x","Family.x","Genus.x","Species.x","Latitude","Longitude","Site","Date..DD.MM.YYYY.","Type.of.sample..F.fruit.S.seed","Successional.Stage..1.immature.2.mature.3.rotten.4.all.preceding","Fruits.collected.from..G.ground.T.tree","Fruit.syndrome","Total.number.of.fruits.collected","Total.number.of.seeds","Weight.of.all.seeds.g","Date.opening.seed..dd.mm.yy.","Number.of.fruits.predated","Holes.visable","Frass.visable","Percentage.fruits.predated","Insect.code","Date.emerged..for.R.only..DD.MM.YY.","Species.code","Order.y","Family.y","Subfamily","Genus.y","Species.y","Guild","Life.stage..L.larva.A.adult.P.pupae","BIN","Host.from.lit","Reference","Found.in.box.with","Suggested.host"
"767","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2440","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"768","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2441","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"769","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2442","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"770","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2443","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"771","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2444","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"772","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2445","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"773","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2446","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"774","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2447","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"775","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2448","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"776","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2449","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"777","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2450","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"778","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2451","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"779","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2452","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"780","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2453","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"781","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2454","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"782","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2455","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"783","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2456","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"784","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2457","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"785","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2458","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"786","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2459","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"787","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2460","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"788","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2461","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"789","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2462","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"790","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2463","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"791","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2464","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"792","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2465","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"793","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2466","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"794","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2467","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"795","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2468","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"796","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2469","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"797","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2470","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"798","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2471","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"799","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2472","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"800","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2473","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"801","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2474","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"802","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2475","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"803","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2476","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"804","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2477","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"805","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2478","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"806","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2479","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"807","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2480","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"808","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2481","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"809","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2482","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"810","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2483","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"811","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2484","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"812","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2485","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"813","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2486","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"814","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2487","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"815","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2488","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"816","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2489","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"817","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2490","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"818","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2491","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"819","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2492","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"820","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2493","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"821","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2494","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"822","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2495","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"823","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2496","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"824","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2497","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"825","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2498","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"826","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2499","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"827","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2500","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"828","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2501","21/09/2017","CHLSP1","Diptera","Chloropidae","Unknown","Unknown","sp.1","SC","A","","","","",""
"829","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2502","21/09/2017","JUVEN","Larvae","Unknown","Unknown","Unknown","sp.1","UK","L","","","","",""
"830","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2637","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"831","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2638","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"832","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2639","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"833","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2640","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"834","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2641","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"835","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2642","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"836","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2643","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"837","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2644","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"838","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2645","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
"839","SEEDGUA_0041","TREEGUA_0016","GUAM","NEISOP","Gentianales","Apocynaceae","Ochrosia","oppositifolia",13.54406303,144.930504,"Anao","08/09/2017","F",2,"G","A2.1",4,4,85.1,"18/12/1017",0,"N","N",0,"INSECTGUA_2646","27/09/2017","DROHY","Diptera","Drosophilidae","","Drosophila","hypocausta","SC","A","","","","",""
